Frame,left_001_X,left_001_Y,left_001_Z,left_002_X,left_002_Y,left_002_Z,left_003_X,left_003_Y,left_003_Z,volume_001_X,volume_001_Y,volume_001_Z,volume_002_X,volume_002_Y,volume_002_Z,volume_003_X,volume_003_Y,volume_003_Z,webcam_001_X,webcam_001_Y,webcam_001_Z,webcam_002_X,webcam_002_Y,webcam_002_Z,webcam_003_X,webcam_003_Y,webcam_003_Z,zed_volume_001_X,zed_volume_001_Y,zed_volume_001_Z,zed_volume_002_X,zed_volume_002_Y,zed_volume_002_Z,zed_volume_003_X,zed_volume_003_Y,zed_volume_003_Z
40,3540.242188,1053.438354,-254.925308,3561.30249,1032.987793,-200.033249,3468.268799,1056.810791,-131.91951,3587.637939,1052.685547,-70.020584,3520.667969,1041.390381,-151.073242,3537.09082,1038.317749,-288.790649,3813.071289,1665.989868,230.271561,3899.05835,1640.243164,147.989716,3895.431885,1557.185669,178.645462,3701.090088,1341.362061,198.617538,3659.885742,1323.13147,121.121719,3804.767578,1339.663086,132.779022
41,3540.217041,1053.392944,-254.952728,3561.286621,1032.977173,-200.048325,3468.260498,1056.783569,-131.886948,3587.665527,1052.73999,-70.100418,3520.659668,1041.388916,-151.074966,3537.081543,1038.31665,-288.77887,3813.081543,1665.983398,230.238846,3899.061279,1640.242676,147.985657,3895.446289,1557.172729,178.6371,3701.124756,1341.368164,198.594467,3659.881836,1323.116821,121.104927,3804.773926,1339.639038,132.753845
42,3540.105713,1053.313599,-255.019104,3561.282959,1032.941528,-200.046844,3468.246338,1056.747314,-131.872147,3587.607422,1052.693115,-70.009659,3520.634766,1041.38147,-151.068436,3537.084473,1038.307495,-288.765503,3813.089844,1665.971069,230.252823,3899.095215,1640.248413,147.931107,3895.428955,1557.169067,178.616486,3701.143555,1341.372314,198.557922,3659.879883,1323.102783,121.083237,3804.7771,1339.6427,132.73912
43,3540.278076,1053.157104,-255.045349,3561.258789,1032.898804,-200.033127,3468.253662,1056.715454,-131.84935,3587.618408,1052.756348,-70.026039,3520.644043,1041.381104,-151.08316,3537.098877,1038.303467,-288.74826,3813.09082,1665.975342,230.260712,3899.10498,1640.241577,147.914566,3895.437012,1557.136353,178.656387,3701.13623,1341.359253,198.564423,3659.855957,1323.096802,121.093231,3804.767334,1339.626221,132.767456
44,3540.344971,1053.025146,-255.003952,3561.251465,1032.863281,-200.050125,3468.229248,1056.695923,-131.846313,3587.592773,1052.738281,-70.01535,3520.625732,1041.362427,-151.06987,3537.106934,1038.313477,-288.757294,3813.104004,1665.957886,230.259232,3899.102051,1640.236694,147.927505,3895.471924,1557.104004,178.603867,3701.141357,1341.35144,198.578857,3659.848389,1323.088989,121.079857,3804.755127,1339.615967,132.783997
45,3540.331055,1052.960693,-254.995651,3561.234863,1032.821655,-200.038284,3468.240479,1056.692871,-131.829132,3587.606934,1052.70459,-69.97438,3520.626221,1041.372803,-151.072159,3537.104248,1038.317505,-288.756836,3813.094482,1665.953491,230.272827,3899.121094,1640.238892,147.916565,3895.482422,1557.110596,178.588379,3701.097412,1341.376343,198.552124,3659.854248,1323.098145,121.077095,3804.741699,1339.620239,132.77092
46,3540.304199,1052.946899,-255.007141,3561.206543,1032.798096,-200.000107,3468.235107,1056.663696,-131.793518,3587.612549,1052.748413,-69.995972,3520.622559,1041.367554,-151.061188,3537.095459,1038.321777,-288.750305,3813.095215,1665.961914,230.279892,3899.05957,1640.209839,147.946335,3895.469727,1557.105347,178.624725,3701.056885,1341.357666,198.579651,3659.859863,1323.089233,121.094093,3804.74585,1339.626343,132.763474
47,3540.266357,1052.970947,-255.037842,3561.207031,1032.747681,-200.031799,3468.25708,1056.651611,-131.734924,3587.49292,1052.708984,-69.876335,3520.61499,1041.373901,-151.050201,3537.071289,1038.332397,-288.747467,3813.108643,1665.972656,230.293991,3899.105957,1640.255127,147.955383,3895.429443,1557.145874,178.678772,3701.076904,1341.384399,198.566711,3659.841309,1323.095825,121.131302,3804.741211,1339.632202,132.79126
48,3540.245605,1052.970947,-255.04985,3561.179199,1032.698608,-200.006485,3468.26416,1056.646362,-131.695129,3587.529541,1052.758179,-69.944519,3520.61084,1041.398193,-151.033966,3537.042969,1038.332153,-288.721161,3813.0896,1665.973022,230.306763,3899.035645,1640.221558,147.985886,3895.433594,1557.139282,178.641342,3701.049805,1341.369385,198.581818,3659.865479,1323.10437,121.120613,3804.742188,1339.652588,132.788696
49,3540.228271,1052.9646,-255.050964,3561.151367,1032.659058,-199.988266,3468.300049,1056.666016,-131.662628,3587.453369,1052.699219,-69.850792,3520.626465,1041.400513,-151.023346,3537.04248,1038.340942,-288.691711,3813.091797,1665.973877,230.3284,3899.037842,1640.239014,148.019653,3895.4021,1557.185425,178.702179,3701.125977,1341.391724,198.609436,3659.869141,1323.119629,121.152519,3804.731201,1339.676636,132.800705
50,3540.245117,1052.93457,-255.057724,3561.129395,1032.384033,-199.785431,3468.292969,1056.700562,-131.65509,3587.513428,1052.74646,-69.961479,3520.636963,1041.403198,-151.017822,3537.034668,1038.356445,-288.691345,3813.095459,1665.986694,230.353333,3899.045898,1640.235962,148.050354,3895.382568,1557.203003,178.729309,3701.09082,1341.37146,198.634033,3659.88501,1323.148804,121.175888,3804.721191,1339.687988,132.809006
51,3540.235352,1052.929077,-255.064102,3561.087646,1032.297241,-199.700165,3468.321777,1056.713623,-131.626434,3587.497314,1052.741577,-69.956673,3520.635742,1041.418335,-151.00235,3537.054199,1038.366943,-288.687469,3813.090576,1665.981934,230.357407,3899.039551,1640.245361,148.042664,3895.38501,1557.221436,178.733612,3701.083252,1341.380737,198.617584,3659.898193,1323.154541,121.174973,3804.729492,1339.691772,132.806015
52,3540.236084,1052.929932,-255.081299,3561.097656,1032.298218,-199.695847,3468.325195,1056.709106,-131.612305,3587.481934,1052.730225,-69.952225,3520.638672,1041.435913,-150.967743,3537.028076,1038.386719,-288.713684,3813.077637,1665.990845,230.376907,3899.030273,1640.252686,148.06102,3895.32959,1557.233276,178.806625,3701.086182,1341.399048,198.6418,3659.900146,1323.180054,121.19751,3804.727295,1339.71814,132.82251
53,3540.225342,1052.931274,-255.076981,3561.109375,1032.281128,-199.697372,3468.345215,1056.745605,-131.586639,3587.429688,1052.69458,-69.87088,3520.647705,1041.440918,-150.957352,3537.036377,1038.401978,-288.704651,3813.078613,1665.98999,230.385422,3899.009766,1640.259644,148.05603,3895.298096,1557.240601,178.813263,3701.085693,1341.417603,198.590958,3659.912842,1323.188477,121.193474,3804.733398,1339.711426,132.832932
54,3540.226562,1052.901978,-255.077454,3561.079346,1032.257812,-199.711014,3468.355957,1056.747559,-131.599854,3587.424805,1052.678345,-69.856026,3520.649902,1041.450439,-150.954056,3537.055664,1038.421021,-288.680664,3813.072998,1665.996094,230.379105,3899.004883,1640.255615,148.06488,3895.297607,1557.259277,178.806213,3701.088379,1341.424438,198.647079,3659.944336,1323.214111,121.198425,3804.717773,1339.735352,132.833557
55,3540.226562,1052.885132,-255.059814,3561.075684,1032.24292,-199.709305,3468.347656,1056.75647,-131.628632,3587.428467,1052.696289,-69.876251,3520.842041,1041.31543,-150.858215,3537.073242,1038.440674,-288.720459,3813.065186,1666.0,230.37114,3899.005859,1640.244751,148.055283,3895.325684,1557.294922,178.800674,3701.07251,1341.436035,198.660217,3659.94165,1323.222534,121.216461,3804.727051,1339.750732,132.822952
